5	20	13	18	3	
14	25	4	21	12	
9	6	19	2	17	
24	15	8	11	22	
7	10	23	16	1	

5	14	25	20	3	
24	19	4	15	12	
9	6	13	2	21	
18	23	8	11	16	
7	10	17	22	1	

5	22	17	10	3	
16	11	4	23	18	
21	6	13	2	9	
12	15	8	19	24	
7	20	25	14	1	

5	16	23	10	3	
22	11	4	15	24	
17	6	19	2	9	
12	21	8	25	14	
7	18	13	20	1	

5	16	21	10	3	
22	11	4	15	20	
17	6	23	2	9	
12	25	8	19	14	
7	18	13	24	1	

5	16	21	10	3	
22	11	4	15	20	
17	6	25	2	9	
12	23	8	19	14	
7	18	13	24	1	

5	16	25	10	3	
24	11	4	15	20	
17	6	21	2	9	
12	23	8	19	14	
7	18	13	22	1	

5	16	21	10	3	
20	11	4	15	22	
25	6	17	2	9	
12	19	8	23	14	
7	24	13	18	1	

5	24	19	10	3	
18	11	4	25	20	
23	6	15	2	9	
12	17	8	21	14	
7	22	13	16	1	

5	20	15	10	3	
14	25	4	21	16	
19	6	11	2	9	
24	13	8	17	22	
7	18	23	12	1	

5	18	23	12	3	
24	13	4	17	22	
19	6	11	2	9	
14	25	8	21	16	
7	20	15	10	1	

5	22	13	16	3	
12	17	4	21	14	
23	6	15	2	9	
18	11	8	25	20	
7	24	19	10	1	

5	18	13	22	3	
12	23	4	19	14	
17	6	21	2	9	
24	11	8	15	20	
7	16	25	10	1	

5	18	13	24	3	
12	23	4	19	14	
17	6	25	2	9	
22	11	8	15	20	
7	16	21	10	1	

5	18	13	24	3	
12	25	4	19	14	
17	6	23	2	9	
22	11	8	15	20	
7	16	21	10	1	

5	18	13	20	3	
12	21	4	25	14	
17	6	19	2	9	
22	11	8	15	24	
7	16	23	10	1	

5	24	13	18	3	
12	19	4	23	14	
25	6	17	2	9	
20	11	8	15	22	
7	16	21	10	1	

5	20	25	14	3	
12	15	4	19	24	
21	6	13	2	9	
16	11	8	23	18	
7	22	17	10	1	

5	14	19	10	3	
20	9	4	13	18	
15	6	11	2	23	
8	21	24	17	12	
25	16	7	22	1	

5	20	15	10	3	
14	9	4	23	16	
19	6	21	2	11	
8	13	24	17	22	
25	18	7	12	1	

5	22	15	10	3	
14	9	4	21	16	
23	6	19	2	11	
8	13	24	17	20	
25	18	7	12	1	

5	12	17	22	3	
18	23	4	11	16	
13	6	9	2	21	
8	19	24	15	10	
25	14	7	20	1	

5	10	15	22	3	
16	21	4	9	14	
11	6	19	2	23	
20	17	24	13	8	
25	12	7	18	1	

5	10	15	20	3	
16	23	4	9	14	
11	6	21	2	19	
22	17	24	13	8	
25	12	7	18	1	

5	10	19	14	3	
18	13	4	9	20	
23	6	11	2	15	
12	17	24	21	8	
25	22	7	16	1	

5	22	17	12	3	
16	11	4	23	18	
21	6	9	2	13	
10	15	24	19	8	
25	20	7	14	1	

25	6	17	12	3	
18	11	4	7	16	
5	24	13	2	21	
10	19	22	15	8	
23	14	9	20	1	

25	6	15	20	3	
16	21	4	7	14	
5	24	11	2	19	
10	17	22	13	8	
23	12	9	18	1	

25	6	11	16	3	
12	17	4	21	10	
5	24	7	2	15	
18	13	22	9	20	
23	8	19	14	1	

25	14	9	20	3	
10	19	4	15	8	
5	24	13	2	21	
18	11	22	7	16	
23	6	17	12	1	

25	20	9	14	3	
10	15	4	21	8	
5	24	19	2	13	
16	11	22	7	18	
23	6	17	12	1	

25	16	9	14	3	
10	21	4	17	8	
5	24	15	2	13	
20	11	22	7	18	
23	6	19	12	1	

25	12	17	6	3	
16	7	4	11	18	
21	24	13	2	5	
8	15	22	19	10	
23	20	9	14	1	

25	20	15	6	3	
14	7	4	21	16	
19	24	11	2	5	
8	13	22	17	10	
23	18	9	12	1	

25	16	11	6	3	
10	21	4	17	12	
15	24	7	2	5	
20	9	22	13	18	
23	14	19	8	1	

25	14	9	20	3	
8	21	4	15	10	
13	24	19	2	5	
18	7	22	11	16	
23	12	17	6	1	

25	14	9	16	3	
8	17	4	21	10	
13	24	15	2	5	
18	7	22	11	20	
23	12	19	6	1	

25	20	9	14	3	
8	15	4	19	10	
21	24	13	2	5	
16	7	22	11	18	
23	12	17	6	1	

25	12	7	18	3	
6	17	4	13	8	
11	24	19	2	21	
16	5	22	9	14	
23	10	15	20	1	

25	12	7	20	3	
6	21	4	13	8	
11	24	17	2	19	
16	5	22	9	14	
23	10	15	18	1	

25	12	7	16	3	
6	17	4	21	8	
11	24	13	2	15	
18	5	22	9	20	
23	10	19	14	1	

25	20	7	14	3	
6	15	4	19	8	
21	24	11	2	13	
16	5	22	9	18	
23	10	17	12	1	

25	14	9	20	3	
8	19	4	15	10	
13	24	7	2	21	
18	5	22	11	16	
23	12	17	6	1	

25	14	17	8	3	
16	9	4	13	18	
21	24	15	2	7	
10	5	22	19	12	
23	20	11	6	1	

25	20	15	8	3	
14	9	4	21	16	
19	24	13	2	7	
10	5	22	17	12	
23	18	11	6	1	

25	16	11	8	3	
10	21	4	17	12	
15	24	9	2	7	
20	5	22	13	18	
23	14	19	6	1	

25	14	7	20	3	
8	19	4	15	6	
13	24	11	2	21	
18	9	22	5	16	
23	12	17	10	1	

25	18	7	12	3	
8	13	4	17	6	
21	24	19	2	11	
14	9	22	5	16	
23	20	15	10	1	

25	20	7	12	3	
8	13	4	21	6	
19	24	17	2	11	
14	9	22	5	16	
23	18	15	10	1	

25	16	7	12	3	
8	21	4	17	6	
15	24	13	2	11	
20	9	22	5	18	
23	14	19	10	1	

25	8	17	14	3	
18	13	4	9	16	
7	24	15	2	21	
12	19	22	5	10	
23	6	11	20	1	

25	8	15	20	3	
16	21	4	9	14	
7	24	13	2	19	
12	17	22	5	10	
23	6	11	18	1	

25	8	11	16	3	
12	17	4	21	10	
7	24	9	2	15	
18	13	22	5	20	
23	6	19	14	1	

25	20	9	14	3	
10	15	4	19	8	
21	24	7	2	13	
16	11	22	5	18	
23	6	17	12	1	

23	10	15	4	25	
16	3	24	9	14	
11	22	5	2	19	
6	17	20	13	8	
21	12	7	18	1	

23	14	9	4	25	
8	3	24	19	10	
13	22	15	2	5	
16	7	20	11	18	
21	12	17	6	1	

23	18	9	4	25	
8	3	24	17	10	
19	22	13	2	5	
14	7	20	11	16	
21	12	15	6	1	

23	8	13	18	25	
14	3	24	7	12	
9	22	17	2	19	
4	15	20	11	6	
21	10	5	16	1	

23	8	15	10	25	
14	3	24	7	16	
19	22	9	2	11	
4	13	20	17	6	
21	18	5	12	1	

23	18	13	8	25	
12	3	24	19	14	
17	22	7	2	9	
4	11	20	15	6	
21	16	5	10	1	

23	10	5	16	25	
4	15	24	11	6	
9	22	17	2	19	
14	3	20	7	12	
21	8	13	18	1	

23	10	5	18	25	
4	19	24	11	6	
9	22	15	2	17	
14	3	20	7	12	
21	8	13	16	1	

23	10	5	14	25	
4	15	24	19	6	
9	22	11	2	13	
16	3	20	7	18	
21	8	17	12	1	

23	18	5	12	25	
4	13	24	17	6	
19	22	9	2	11	
14	3	20	7	16	
21	8	15	10	1	

23	12	7	18	25	
6	17	24	13	8	
11	22	5	2	19	
16	3	20	9	14	
21	10	15	4	1	

23	12	15	6	25	
14	7	24	11	16	
19	22	13	2	5	
8	3	20	17	10	
21	18	9	4	1	

23	18	13	6	25	
12	7	24	19	14	
17	22	11	2	5	
8	3	20	15	10	
21	16	9	4	1	

23	14	9	6	25	
8	19	24	15	10	
13	22	7	2	5	
18	3	20	11	16	
21	12	17	4	1	

23	10	15	6	25	
16	5	24	9	14	
11	22	7	2	19	
4	17	20	13	8	
21	12	3	18	1	

23	16	11	6	25	
10	5	24	19	12	
15	22	17	2	7	
4	9	20	13	18	
21	14	3	8	1	

23	18	11	6	25	
10	5	24	17	12	
19	22	15	2	7	
4	9	20	13	16	
21	14	3	8	1	

23	8	13	18	25	
14	19	24	7	12	
9	22	5	2	17	
4	15	20	11	6	
21	10	3	16	1	

23	6	11	18	25	
12	17	24	5	10	
7	22	15	2	19	
16	13	20	9	4	
21	8	3	14	1	

23	6	11	16	25	
12	19	24	5	10	
7	22	17	2	15	
18	13	20	9	4	
21	8	3	14	1	

23	6	15	10	25	
14	9	24	5	16	
19	22	7	2	11	
8	13	20	17	4	
21	18	3	12	1	

23	18	13	8	25	
12	7	24	19	14	
17	22	5	2	9	
6	11	20	15	4	
21	16	3	10	1	

23	12	17	4	21	
18	3	22	11	16	
13	24	7	20	5	
8	19	2	15	10	
25	14	9	6	1	

23	14	9	4	21	
8	3	22	15	10	
13	24	17	20	5	
18	7	2	11	16	
25	12	19	6	1	

23	14	19	4	21	
8	3	22	13	18	
15	24	9	20	5	
10	7	2	17	12	
25	16	11	6	1	

23	16	11	6	21	
10	3	22	17	12	
15	24	5	20	7	
4	9	2	13	18	
25	14	19	8	1	

23	8	13	16	21	
14	3	22	7	12	
9	24	15	20	17	
4	19	2	11	6	
25	10	5	18	1	

23	8	19	14	21	
18	3	22	7	12	
9	24	13	20	15	
4	17	2	11	6	
25	10	5	16	1	

23	4	9	16	21	
10	15	22	3	8	
5	24	11	20	17	
14	19	2	7	12	
25	6	13	18	1	

23	4	9	14	21	
10	15	22	3	8	
5	24	17	20	13	
16	11	2	7	18	
25	6	19	12	1	

23	4	9	14	21	
10	19	22	3	8	
5	24	15	20	13	
18	11	2	7	16	
25	6	17	12	1	

23	4	19	14	21	
18	13	22	3	8	
5	24	9	20	15	
12	17	2	7	10	
25	6	11	16	1	

23	6	11	16	21	
12	17	22	3	10	
7	24	5	20	15	
18	13	2	9	4	
25	8	19	14	1	

23	12	17	8	21	
18	7	22	3	16	
13	24	11	20	9	
6	19	2	15	4	
25	14	5	10	1	

23	14	19	8	21	
12	7	22	3	18	
15	24	13	20	9	
6	11	2	17	4	
25	16	5	10	1	

23	8	13	18	21	
14	19	22	3	12	
9	24	7	20	17	
6	15	2	11	4	
25	10	5	16	1	

23	4	11	16	21	
12	17	22	5	10	
3	24	7	20	15	
18	13	2	9	6	
25	8	19	14	1	

23	4	17	10	21	
18	9	22	5	16	
3	24	13	20	11	
8	19	2	15	6	
25	14	7	12	1	

23	4	19	10	21	
14	9	22	5	18	
3	24	15	20	11	
8	13	2	17	6	
25	16	7	12	1	

23	4	13	18	21	
14	19	22	5	12	
3	24	9	20	17	
8	15	2	11	6	
25	10	7	16	1	

23	10	7	16	21	
8	15	22	11	6	
3	24	9	20	17	
14	19	2	5	12	
25	4	13	18	1	

23	16	7	12	21	
8	13	22	17	6	
3	24	15	20	11	
14	9	2	5	18	
25	4	19	10	1	

23	14	7	12	21	
8	19	22	15	6	
3	24	13	20	11	
18	9	2	5	16	
25	4	17	10	1	

23	8	19	14	21	
18	13	22	9	6	
3	24	7	20	15	
12	17	2	5	10	
25	4	11	16	1	

23	16	11	4	21	
10	5	22	17	12	
15	24	7	20	3	
6	9	2	13	18	
25	14	19	8	1	

23	10	15	4	21	
16	5	22	9	14	
11	24	17	20	3	
6	19	2	13	8	
25	12	7	18	1	

23	10	19	4	21	
18	5	22	9	14	
11	24	15	20	3	
6	17	2	13	8	
25	12	7	16	1	

23	14	9	4	21	
8	19	22	15	10	
13	24	5	20	3	
18	7	2	11	16	
25	12	17	6	1	

23	12	17	6	21	
18	7	22	11	16	
13	24	5	20	3	
8	19	2	15	10	
25	14	9	4	1	

23	12	7	16	21	
6	17	22	13	8	
11	24	15	20	3	
18	5	2	9	14	
25	10	19	4	1	

23	12	7	18	21	
6	19	22	13	8	
11	24	17	20	3	
16	5	2	9	14	
25	10	15	4	1	

23	14	19	8	21	
6	9	22	13	18	
15	24	7	20	3	
10	5	2	17	12	
25	16	11	4	1	

5	16	9	22	7	
10	21	6	17	12	
15	4	11	8	23	
20	25	2	13	18	
3	14	19	24	1	

5	18	9	24	7	
10	23	6	19	14	
17	4	13	8	25	
22	11	2	15	20	
3	16	21	12	1	

5	22	9	14	7	
10	15	6	23	18	
21	4	17	8	13	
16	11	2	19	24	
3	20	25	12	1	

5	20	9	14	7	
10	15	6	19	24	
21	4	23	8	13	
16	11	2	25	18	
3	22	17	12	1	

5	20	9	14	7	
10	15	6	19	24	
21	4	25	8	13	
16	11	2	23	18	
3	22	17	12	1	

5	20	9	14	7	
10	15	6	19	22	
25	4	21	8	13	
16	11	2	23	18	
3	24	17	12	1	

5	24	9	14	7	
10	15	6	25	20	
23	4	19	8	13	
16	11	2	21	18	
3	22	17	12	1	

5	20	9	14	7	
10	25	6	21	16	
19	4	15	8	13	
24	11	2	17	22	
3	18	23	12	1	

5	22	9	16	7	
12	17	6	21	10	
23	4	11	8	15	
18	13	2	25	20	
3	24	19	14	1	

5	14	9	22	7	
18	23	6	15	10	
13	4	17	8	21	
24	19	2	11	16	
3	12	25	20	1	

5	14	9	20	7	
22	19	6	15	10	
13	4	21	8	25	
18	23	2	11	16	
3	12	17	24	1	

5	14	9	20	7	
24	19	6	15	10	
13	4	23	8	21	
18	25	2	11	16	
3	12	17	22	1	

5	14	9	20	7	
24	19	6	15	10	
13	4	25	8	21	
18	23	2	11	16	
3	12	17	22	1	

5	14	9	24	7	
20	25	6	15	10	
13	4	19	8	23	
18	21	2	11	16	
3	12	17	22	1	

5	14	9	20	7	
16	21	6	25	10	
13	4	15	8	19	
22	17	2	11	24	
3	12	23	18	1	

5	24	9	18	7	
14	19	6	23	10	
25	4	13	8	17	
20	15	2	11	22	
3	12	21	16	1	

5	16	21	10	7	
22	9	6	15	20	
17	4	11	8	25	
12	23	2	19	14	
3	18	13	24	1	

5	18	23	10	7	
24	9	6	17	22	
19	4	13	8	11	
14	25	2	21	16	
3	20	15	12	1	

5	22	15	10	7	
14	9	6	21	16	
23	4	17	8	11	
18	13	2	25	20	
3	24	19	12	1	

5	20	15	10	7	
14	9	6	21	16	
19	4	23	8	11	
24	13	2	17	22	
3	18	25	12	1	

5	20	15	10	7	
14	9	6	21	16	
19	4	25	8	11	
24	13	2	17	22	
3	18	23	12	1	

5	20	15	10	7	
14	9	6	25	16	
19	4	21	8	11	
22	13	2	17	24	
3	18	23	12	1	

5	24	15	10	7	
14	9	6	23	16	
25	4	19	8	11	
20	13	2	17	22	
3	18	21	12	1	

5	20	25	10	7	
14	9	6	19	24	
21	4	15	8	11	
16	13	2	23	18	
3	22	17	12	1	

5	22	17	12	7	
16	9	6	23	18	
21	4	11	8	13	
10	15	2	19	24	
3	20	25	14	1	

5	14	23	18	7	
22	9	6	13	24	
15	4	17	8	19	
10	21	2	25	12	
3	16	11	20	1	

5	14	19	22	7	
20	9	6	13	18	
15	4	21	8	23	
10	25	2	17	12	
3	16	11	24	1	

5	14	19	24	7	
20	9	6	13	18	
15	4	23	8	25	
10	21	2	17	12	
3	16	11	22	1	

5	14	19	24	7	
20	9	6	13	18	
15	4	25	8	23	
10	21	2	17	12	
3	16	11	22	1	

5	14	25	20	7	
24	9	6	13	18	
15	4	19	8	21	
10	23	2	17	12	
3	16	11	22	1	

5	14	21	16	7	
20	9	6	13	22	
25	4	15	8	17	
10	19	2	23	12	
3	24	11	18	1	

5	24	19	14	7	
18	9	6	25	20	
23	4	13	8	15	
10	17	2	21	12	
3	22	11	16	1	

5	22	11	16	7	
10	17	6	21	12	
23	4	13	8	15	
18	9	2	25	20	
3	24	19	14	1	

5	16	11	22	7	
10	23	6	17	12	
15	4	19	8	21	
24	9	2	13	18	
3	14	25	20	1	

5	16	11	22	7	
10	21	6	17	12	
15	4	23	8	25	
20	9	2	13	18	
3	14	19	24	1	

5	16	11	22	7	
10	21	6	17	12	
15	4	25	8	23	
20	9	2	13	18	
3	14	19	24	1	

5	16	11	24	7	
10	25	6	17	12	
15	4	21	8	23	
20	9	2	13	18	
3	14	19	22	1	

5	16	11	20	7	
10	21	6	25	12	
15	4	17	8	19	
22	9	2	13	24	
3	14	23	18	1	

5	24	11	18	7	
10	19	6	23	12	
25	4	15	8	17	
20	9	2	13	22	
3	14	21	16	1	

5	20	25	14	7	
10	15	6	19	24	
21	4	11	8	13	
16	9	2	23	18	
3	22	17	12	1	

5	18	13	24	7	
12	23	6	19	14	
17	4	11	8	25	
22	9	2	15	20	
3	16	21	10	1	

5	22	17	12	7	
16	13	6	23	18	
21	4	15	8	11	
14	9	2	19	24	
3	20	25	10	1	

5	18	23	12	7	
22	13	6	17	24	
19	4	21	8	11	
14	9	2	25	16	
3	20	15	10	1	

5	18	23	12	7	
24	13	6	17	22	
19	4	25	8	11	
14	9	2	21	16	
3	20	15	10	1	

5	18	25	12	7	
24	13	6	17	22	
19	4	23	8	11	
14	9	2	21	16	
3	20	15	10	1	

5	18	21	12	7	
20	13	6	17	22	
25	4	19	8	11	
14	9	2	23	16	
3	24	15	10	1	

5	24	19	12	7	
18	13	6	25	20	
23	4	17	8	11	
14	9	2	21	16	
3	22	15	10	1	

5	20	15	12	7	
14	25	6	21	16	
19	4	13	8	11	
24	9	2	17	22	
3	18	23	10	1	

5	16	21	12	7	
22	11	6	15	20	
17	4	13	8	25	
10	23	2	19	14	
3	18	9	24	1	

5	18	23	12	7	
24	11	6	17	22	
19	4	15	8	13	
10	25	2	21	16	
3	20	9	14	1	

5	22	17	12	7	
16	11	6	21	18	
23	4	19	8	13	
10	15	2	25	20	
3	24	9	14	1	

5	22	17	12	7	
16	11	6	23	18	
21	4	25	8	13	
10	15	2	19	24	
3	20	9	14	1	

5	22	17	12	7	
16	11	6	25	18	
21	4	23	8	13	
10	15	2	19	24	
3	20	9	14	1	

5	24	17	12	7	
16	11	6	23	18	
25	4	21	8	13	
10	15	2	19	22	
3	20	9	14	1	

5	20	25	12	7	
16	11	6	19	24	
21	4	17	8	13	
10	15	2	23	18	
3	22	9	14	1	

5	14	19	24	7	
20	25	6	13	18	
15	4	11	8	23	
10	21	2	17	12	
3	16	9	22	1	

5	12	23	18	7	
22	17	6	11	24	
13	4	15	8	19	
16	21	2	25	10	
3	14	9	20	1	

5	12	17	22	7	
18	21	6	11	16	
13	4	19	8	23	
20	25	2	15	10	
3	14	9	24	1	

5	12	17	24	7	
18	23	6	11	16	
13	4	21	8	25	
22	19	2	15	10	
3	14	9	20	1	

5	12	17	22	7	
18	23	6	11	16	
13	4	25	8	21	
24	19	2	15	10	
3	14	9	20	1	

5	12	17	22	7	
18	25	6	11	16	
13	4	23	8	21	
24	19	2	15	10	
3	14	9	20	1	

5	12	25	20	7	
24	19	6	11	16	
13	4	17	8	21	
18	23	2	15	10	
3	14	9	22	1	

5	12	21	16	7	
20	15	6	11	22	
25	4	13	8	17	
14	19	2	23	10	
3	24	9	18	1	

5	24	19	14	7	
18	13	6	25	20	
23	4	11	8	15	
12	17	2	21	10	
3	22	9	16	1	

5	8	15	20	25	
16	21	6	9	14	
7	4	11	24	19	
22	17	2	13	10	
3	12	23	18	1	

5	8	21	14	25	
22	13	6	9	20	
7	4	17	24	15	
12	23	2	19	10	
3	18	11	16	1	

5	8	23	14	25	
18	13	6	9	22	
7	4	19	24	15	
12	17	2	21	10	
3	20	11	16	1	

5	8	17	22	25	
18	23	6	9	16	
7	4	13	24	21	
12	19	2	15	10	
3	14	11	20	1	

5	14	11	20	25	
12	19	6	15	10	
7	4	13	24	21	
18	23	2	9	16	
3	8	17	22	1	

5	20	11	16	25	
12	17	6	21	10	
7	4	19	24	15	
18	13	2	9	22	
3	8	23	14	1	

5	18	11	16	25	
12	23	6	19	10	
7	4	17	24	15	
22	13	2	9	20	
3	8	21	14	1	

5	12	23	18	25	
22	17	6	13	10	
7	4	11	24	19	
16	21	2	9	14	
3	8	15	20	1	

5	20	15	8	25	
14	9	6	21	16	
19	4	11	24	7	
10	13	2	17	22	
3	18	23	12	1	

5	14	19	8	25	
20	9	6	13	18	
15	4	21	24	7	
10	23	2	17	12	
3	16	11	22	1	

5	14	23	8	25	
22	9	6	13	18	
15	4	19	24	7	
10	21	2	17	12	
3	16	11	20	1	

5	18	13	8	25	
12	23	6	19	14	
17	4	9	24	7	
22	11	2	15	20	
3	16	21	10	1	

5	16	21	10	25	
22	11	6	15	20	
17	4	9	24	7	
12	23	2	19	14	
3	18	13	8	1	

5	16	11	20	25	
10	21	6	17	12	
15	4	19	24	7	
22	9	2	13	18	
3	14	23	8	1	

5	16	11	22	25	
10	23	6	17	12	
15	4	21	24	7	
20	9	2	13	18	
3	14	19	8	1	

5	18	23	12	25	
10	13	6	17	22	
19	4	11	24	7	
14	9	2	21	16	
3	20	15	8	1	

5	14	9	20	25	
8	21	6	15	10	
13	4	17	24	19	
22	7	2	11	16	
3	12	23	18	1	

5	14	9	22	25	
8	23	6	15	10	
13	4	19	24	21	
18	7	2	11	16	
3	12	17	20	1	

5	18	23	12	25	
8	13	6	17	22	
19	4	9	24	11	
14	7	2	21	16	
3	20	15	10	1	

5	20	15	10	25	
14	11	6	21	16	
19	4	13	24	9	
12	7	2	17	22	
3	18	23	8	1	

5	16	23	10	25	
22	11	6	15	20	
17	4	21	24	9	
12	7	2	19	14	
3	18	13	8	1	

5	18	13	10	25	
12	23	6	19	14	
17	4	11	24	9	
22	7	2	15	20	
3	16	21	8	1	

5	14	9	20	25	
10	19	6	15	8	
13	4	11	24	21	
18	23	2	7	16	
3	12	17	22	1	

5	20	9	14	25	
10	15	6	21	8	
19	4	17	24	13	
16	11	2	7	22	
3	18	23	12	1	

5	18	9	14	25	
10	23	6	19	8	
17	4	15	24	13	
22	11	2	7	20	
3	16	21	12	1	

5	12	23	18	25	
22	17	6	13	8	
11	4	9	24	19	
16	21	2	7	14	
3	10	15	20	1	

5	10	15	20	25	
16	21	6	11	14	
9	4	13	24	19	
22	17	2	7	12	
3	8	23	18	1	

5	10	21	16	25	
22	15	6	11	20	
9	4	19	24	17	
14	23	2	7	12	
3	8	13	18	1	

5	10	23	16	25	
20	15	6	11	22	
9	4	21	24	17	
14	19	2	7	12	
3	8	13	18	1	

5	10	17	22	25	
18	23	6	11	16	
9	4	15	24	21	
14	19	2	7	12	
3	8	13	20	1	

25	12	5	18	23	
6	17	24	13	8	
11	4	7	22	19	
16	21	2	9	14	
3	10	15	20	1	

25	18	5	10	23	
6	11	24	19	14	
17	4	13	22	9	
12	7	2	15	20	
3	16	21	8	1	

25	16	5	10	23	
6	21	24	17	12	
15	4	11	22	9	
20	7	2	13	18	
3	14	19	8	1	

25	10	5	18	23	
14	19	24	11	6	
9	4	13	22	17	
20	15	2	7	12	
3	8	21	16	1	

25	10	5	16	23	
20	15	24	11	6	
9	4	19	22	17	
14	21	2	7	12	
3	8	13	18	1	

25	10	5	20	23	
16	21	24	11	6	
9	4	15	22	19	
14	17	2	7	12	
3	8	13	18	1	

25	6	11	18	23	
12	17	24	5	10	
7	4	13	22	19	
16	21	2	9	14	
3	8	15	20	1	

25	6	11	16	23	
12	17	24	5	10	
7	4	19	22	15	
18	13	2	9	20	
3	8	21	14	1	

25	6	11	16	23	
12	21	24	5	10	
7	4	17	22	15	
20	13	2	9	18	
3	8	19	14	1	

25	6	21	16	23	
20	15	24	5	10	
7	4	11	22	17	
14	19	2	9	12	
3	8	13	18	1	

25	8	13	18	23	
14	19	24	5	12	
9	4	7	22	17	
20	15	2	11	6	
3	10	21	16	1	

25	14	19	10	23	
20	9	24	5	18	
15	4	13	22	11	
8	21	2	17	6	
3	16	7	12	1	

25	16	21	10	23	
14	9	24	5	20	
17	4	15	22	11	
8	13	2	19	6	
3	18	7	12	1	

25	10	15	20	23	
16	21	24	5	14	
11	4	9	22	19	
8	17	2	13	6	
3	12	7	18	1	

25	12	7	18	23	
8	17	24	13	6	
11	4	9	22	19	
16	21	2	5	14	
3	10	15	20	1	

25	18	7	12	23	
8	13	24	19	6	
17	4	15	22	11	
14	9	2	5	20	
3	16	21	10	1	

25	16	7	12	23	
8	21	24	17	6	
15	4	13	22	11	
20	9	2	5	18	
3	14	19	10	1	

25	10	21	16	23	
20	15	24	11	6	
9	4	7	22	17	
14	19	2	5	12	
3	8	13	18	1	

25	8	13	18	23	
14	19	24	9	12	
7	4	11	22	17	
20	15	2	5	10	
3	6	21	16	1	

25	8	19	14	23	
20	13	24	9	18	
7	4	17	22	15	
12	21	2	5	10	
3	6	11	16	1	

25	8	21	14	23	
18	13	24	9	20	
7	4	19	22	15	
12	17	2	5	10	
3	6	11	16	1	

25	8	15	20	23	
16	21	24	9	14	
7	4	13	22	19	
12	17	2	5	10	
3	6	11	18	1	

25	14	19	8	23	
20	7	24	13	18	
15	4	11	22	9	
6	21	2	17	12	
3	16	5	10	1	

25	16	21	8	23	
12	7	24	15	20	
17	4	13	22	9	
6	11	2	19	14	
3	18	5	10	1	

25	10	15	20	23	
16	21	24	9	14	
11	4	7	22	19	
6	17	2	13	8	
3	12	5	18	1	

25	8	13	18	23	
14	17	24	7	12	
9	4	15	22	19	
16	21	2	11	6	
3	10	5	20	1	

25	8	13	18	23	
14	21	24	7	12	
9	4	19	22	17	
20	15	2	11	6	
3	10	5	16	1	

25	8	21	16	23	
20	15	24	7	12	
9	4	13	22	17	
14	19	2	11	6	
3	10	5	18	1	

